study_status,carstensen_name,jetz_name,operational_name,family,habitat,role,guild,module,module_area_Banda_Sea,module_area_Lesser_Sundas,module_area_Maluku,module_area_Sulawesi,island_area_Adonara,island_area_Alor,island_area_Ambelau,island_area_Ambon,island_area_Autauro,island_area_Bacan,island_area_Banda_islands,island_area_Banggai_islands,island_area_Barbar,island_area_Bisa,island_area_Boano,island_area_Bonerate,island_area_Buru,island_area_Butung_or_Buton,island_area_Damar_islands,island_area_Flores,island_area_Gomumu_island,island_area_Gorong_islands,island_area_Halmahera,island_area_Haruku,island_area_Kabaena,island_area_Kai_Islands,island_area_Kalaotoa_islands,island_area_Kasiruta,island_area_Kayoa,island_area_Kisar,island_area_Kofiau,island_area_Komodo,island_area_Lembeh,island_area_Leti_islands,island_area_Loloda_islands,island_area_Lomblen,island_area_Lombok,island_area_Lucipara_islands,island_area_Madu,island_area_Makian,island_area_Manadotua,island_area_Manipa,island_area_Manuk_island,island_area_Mare,island_area_Mayu_island,island_area_Miangas,island_area_Moa,island_area_Morotai,island_area_Moti,island_area_Muna,island_area_Muor,island_area_Nila,island_area_Nusa_Laut,island_area_Obi_islands,island_area_Padar,island_area_Palue_island,island_area_Pantar,island_area_Rau_island,island_area_Rinca,island_area_Romang_islands,island_area_Roti,island_area_Sangeang,island_area_Sangihe_Islands,island_area_Saparua,island_area_Satonda,island_area_Sawu,island_area_Selayar,island_area_Semau,island_area_Seram,island_area_Sermata_islands,island_area_Siau,island_area_Solor,island_area_Sula_islands,island_area_Sulawesi,island_area_Sumba,island_area_Sumbawa,island_area_Tobea_island,island_area_Togian_islands,island_area_Tukangbesi_islands,island_area_Talaud_islands,island_area_Taliabu_westernPartOf_Sula_Islands,island_area_Talisei_island,island_area_Tanahjampea,island_area_Tanimbar_Islands,island_area_Tayandu_islands,island_area_Ternate,island_area_Teun,island_area_Tidore,island_area_Tifore,island_area_Timor_island_whole,island_area_Tioor_or_Tiur,island_area_Watubela_Islands,island_area_Wetar,island_area_Widi_islands,node,links,r,l
included,Pachycephala simplex,Pachycephala simplex,Pachycephala.simplex,Pachysephalidae,2,Peripheral,Insectivores,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,2,0.5,-0.9088053673
non-informative habitat category,Pachycephala orpheus,Pachycephala orpheus,Pachycephala.orpheus,Pachysephalidae,6,Peripheral,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,508,2,0,-0.7092629244
name mapping failure,Pachycephala fulvotincta,NA,Pachycephala.fulvotincta,Pachysephalidae,2,Module hub,Insectivores,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,5,0.32,-0.2745084403
name mapping failure,Pachycephala macrorhyncha,NA,Pachycephala.macrorhyncha,Pachysephalidae,2,Network hub,Insectivores,2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,510,14,0.734694,-0.1396401194
name mapping failure,Pachycephala mentalis,NA,Pachycephala.mentalis,Pachysephalidae,2,Module hub,Insectivores,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,511,6,0,0.1486441738
included,Pachycephala pectoralis,Pachycephala pectoralis,Pachycephala.pectoralis,Pachysephalidae,5,Network hub,Insectivores,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,512,38,0.691136,2.3340184644
included,Pachycephala nudigula,Pachycephala nudigula,Pachycephala.nudigula,Pachysephalidae,1,Peripheral,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,3,0,-0.4918856823
non-informative habitat category,Pachycephala griseonota,Pachycephala griseonota,Pachycephala.griseonota,Pachysephalidae,6,Module hub,Insectivores,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,514,11,0.429752,0.5825244651
included,Pachycephala arctitorquis,Pachycephala arctitorquis,Pachycephala.arctitorquis,Pachysephalidae,5,Module hub,Insectivores,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,515,10,0.18,0.6295251285
non-informative habitat category,Pachycephala rufiventris,Pachycephala rufiventris,Pachycephala.rufiventris,Pachysephalidae,6,Peripheral,Insectivores,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,516,1,0,-0.9088053673
included,Lanius schach,Lanius schach,Lanius.schach,Laniidae,4,Module hub,Insectivores,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,517,8,0.375,0.1602460438
included,Sphecotheres viridis,Sphecotheres viridis,Sphecotheres.viridis,Oroloidae,5,Peripheral,Frugivores,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,518,4,0.375,-0.4918856823
non-informative habitat category,Sphecotheres hypoleucus,Sphecotheres hypoleucus,Sphecotheres.hypoleucus,Oroloidae,6,Module hub,Frugivores,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,519,4,0.375,-0.2112195958
included,Sphecotheres vieilloti,Sphecotheres vieilloti,Sphecotheres.vieilloti,Oroloidae,2,Peripheral,Frugivores,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,0,-0.9088053673
included,Oriolus szalayi,Oriolus szalayi,Oriolus.szalayi,Oroloidae,5,Peripheral,Frugivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,1,0,-0.9360565542
non-informative habitat category,Oriolus phaeochromus,Oriolus phaeochromus,Oriolus.phaeochromus,Oroloidae,6,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1,0,-0.9360565542
included,Oriolus forsteni,Oriolus forsteni,Oriolus.forsteni,Oroloidae,1,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,1,0,-0.9360565542
non-informative habitat category,Oriolus bouroensis,Oriolus bouroensis,Oriolus.bouroensis,Oroloidae,6,Peripheral,Frugivores,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,524,2,0.5,-0.9088053673
non-informative habitat category,Oriolus melanotis,Oriolus melanotis,Oriolus.melanotis,Oroloidae,6,Module hub,Frugivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,525,4,0,-0.2745084403
non-informative habitat category,Oriolus flavocinctus,Oriolus flavocinctus,Oriolus.flavocinctus,Oroloidae,6,Peripheral,Frugivores,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,3,0,-0.5242227434
included,Oriolus chinensis,Oriolus chinensis,Oriolus.chinensis,Oroloidae,5,Network hub,Frugivores,5,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,528,36,0.686728,2.9866845646
included,Colluricincla sanghirensis,Colluricincla sanghirensis,Colluricincla.sanghirensis,Colluricinclidae,1,Peripheral,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1,0,-0.8508004278
non-informative habitat category,Pitohui kirhocephalus,Pitohui kirhocephalus,Pitohui.kirhocephalus,Pachysephalidae,6,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,0,-0.9360565542
included,Dicrurus leucophaeus,Dicrurus leucophaeus,Dicrurus.leucophaeus,Dicruridae,2,Peripheral,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,1,0,-0.9266401665
included,Dicrurus hottentottus,Dicrurus hottentottus,Dicrurus.hottentottus,Dicruridae,1,Module hub,Insectivores,5,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,532,16,0.40625,2.6668941485
included,Dicrurus montanus,Dicrurus montanus,Dicrurus.montanus,Dicruridae,2,Peripheral,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,1,0,-0.8508004278
included,Dicrurus bracteatus,Dicrurus bracteatus,Dicrurus.bracteatus,Dicruridae,5,Module hub,Omnivores,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,11,0,1.2333449019
included,Rhipidura javanica,Rhipidura javanica,Rhipidura.javanica,Rhipiduridae,5,Peripheral,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,1,0,-0.9266401665
non-informative habitat category,Rhipidura leucophrys,Rhipidura leucophrys,Rhipidura.leucophrys,Rhipiduridae,6,Module hub,Insectivores,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,538,15,0.124444,1.8841653388
included,Rhipidura diluta,Rhipidura diluta,Rhipidura.diluta,Rhipiduridae,2,Module hub,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,6,0,0.1602460438
included,Rhipidura fuscorufa,Rhipidura fuscorufa,Rhipidura.fuscorufa,Rhipiduridae,2,Peripheral,Insectivores,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,540,2,0,-0.7165140553
non-informative habitat category,Rhipidura rufiventris,Rhipidura rufiventris,Rhipidura.rufiventris,Rhipiduridae,6,Network hub,Insectivores,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,541,20,0.64,0.4372338165
included,Rhipidura maculipectus,Rhipidura maculipectus,Rhipidura.maculipectus,Rhipiduridae,2,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,2,0,-0.7191164086
included,Rhipidura dedemi,Rhipidura dedemi,Rhipidura.dedemi,Rhipiduridae,1,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,1,0,-0.9360565542
included,Rhipidura superflua,Rhipidura superflua,Rhipidura.superflua,Rhipiduridae,2,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,1,0,-0.9360565542
included,Rhipidura teysmanni,Rhipidura teysmanni,Rhipidura.teysmanni,Rhipiduridae,1,Module hub,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,545,5,0,0.4283612363
included,Rhipidura opistherythra,Rhipidura opistherythra,Rhipidura.opistherythra,Rhipiduridae,2,Peripheral,Insectivores,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,546,1,0,-0.9088053673
included,Rhipidura rufifrons,Rhipidura rufifrons,Rhipidura.rufifrons,Rhipiduridae,2,Module hub,Insectivores,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,547,10,0.32,0.4372338165
name mapping failure,Rhipidura dryas,NA,Rhipidura.dryas,Rhipiduridae,2,Module hub,Insectivores,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,548,17,0.512111,1.0141077525
included,Hypothymis azurea,Hypothymis azurea,Hypothymis.azurea,Monarchidae,2,Module hub,Insectivores,5,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,17,0.49827,1.3877324844
included,Eutrichomyias rowleyi,Eutrichomyias rowleyi,Eutrichomyias.rowleyi,Monarchidae,1,Module hub,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,3,0,-0.2112195958
non-informative habitat category,Terpsiphone paradisi,Terpsiphone paradisi,Terpsiphone.paradisi,Monarchidae,6,Module hub,Insectivores,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,7,0,0.3776232859
included,Terpsiphone cinnamomea,Terpsiphone cinnamomea,Terpsiphone.cinnamomea,Monarchidae,2,Peripheral,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,2,0,-0.5310100118
non-informative habitat category,Monarcha cinerascens,Monarcha cinerascens,Monarcha.cinerascens,Monarchidae,6,Network hub,Insectivores,4,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,554,42,0.704082,2.5349857756
included,Monarcha pileatus,Monarcha pileatus,Monarcha.pileatus,Monarchidae,2,Peripheral,Invertabrates,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,2,0,-0.7191164086
included,Monarcha guttula,Monarcha guttula,Monarcha.guttula,Monarchidae,2,Peripheral,Invertabrates,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,3,0.444444,-0.5310100118
included,Monarcha mundus,Monarcha mundus,Monarcha.mundus,Monarchidae,2,Peripheral,Invertabrates,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,557,3,0,-0.5242227434
included,Monarcha sacerdotum,Monarcha sacerdotum,Monarcha.sacerdotum,Monarchidae,1,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,1,0,-0.9266401665
included,Monarcha boanensis,Monarcha boanensis,Monarcha.boanensis,Monarchidae,1,Peripheral,Invertabrates,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1,0,-0.9360565542
